,input_file,sample,processed_sample,processed_sample_(scientific),status,matched_component
4,../data/texts/2.txt,5 1 teaspoon ground cinnamon,teaspoon ground cinnamon,teaspoon ground cinnamon {cinnamomum verum},Component Match,'cinnamon (ground):FOODON_03301556'
5,../data/texts/2.txt,6 1⁄2 teaspoon freshly grated nutmeg,1⁄2 teaspoon freshly grated nutmeg,1⁄2 teaspoon freshly grated nutmeg {myristica fragrans},Component Match,'nutmeg seed (ground):FOODON_03301528'
0,../data/texts/33.txt,1 2 cups watermelon,cup watermelon,cup watermelon,Component Match,'watermelon (whole
0,../data/texts/33.txt,1 2 cups watermelon,cup watermelon,cup watermelon,Component Match, raw):FOODON_03301040'
1,../data/texts/33.txt,2 3 tablespoons sugar,tablespoon sugar,tablespoon sugar,Component Match,'sugar:FOODON_03420108'
2,../data/texts/33.txt,3 8 mint leaves,mint leaves,mint leaves,Component Match,'mint (whole or parts):FOODON_03000237'
3,../data/texts/33.txt,4 3 tablespoons lemon juice,tablespoon lemon juice,tablespoon lemon juice,Component Match,'lemon juice:FOODON_03305428'
4,../data/texts/33.txt,5 3 ice cubes,ice cube,ice cube,Component Match,'ice:ENVO_01001125'
0,../data/texts/25.txt,1 ½ cup instant oatmeal,cup instant oatmeal,cup instant oatmeal,No Match,
1,../data/texts/25.txt,2 2 tablespoons freeze-dried blueberry,tablespoon freeze dried blueberry,tablespoon freeze dried blueberry,Component Match,'blueberry (whole
1,../data/texts/25.txt,2 2 tablespoons freeze-dried blueberry,tablespoon freeze dried blueberry,tablespoon freeze dried blueberry,Component Match, raw):FOODON_03302045'
1,../data/texts/25.txt,2 2 tablespoons freeze-dried blueberry,tablespoon freeze dried blueberry,tablespoon freeze dried blueberry,Component Match, 'food (freeze-dried):FOODON_03301752'
2,../data/texts/25.txt,3 1 tablespoon slivered almond,tablespoon slivered almond,tablespoon slivered almond {prunus dulcis},Component Match,'almond (whole
2,../data/texts/25.txt,3 1 tablespoon slivered almond,tablespoon slivered almond,tablespoon slivered almond {prunus dulcis},Component Match, raw):FOODON_03301355'
3,../data/texts/25.txt,4 1 tablespoon chia seed,tablespoon chia seed,tablespoon chia seed,Component Match,'chia seed (whole):FOODON_00002961'
4,../data/texts/25.txt,5 ⅛ teaspoon vanilla bean,teaspoon vanilla bean,teaspoon vanilla bean,Component Match,'vanilla bean (whole
4,../data/texts/25.txt,5 ⅛ teaspoon vanilla bean,teaspoon vanilla bean,teaspoon vanilla bean,Component Match, raw):FOODON_03302056'
5,../data/texts/25.txt,"6 2 teaspoons sugar, of choice",teaspoon sugar of choice,teaspoon sugar of choice,Component Match,'sugar:FOODON_03420108'
6,../data/texts/25.txt,"7 ¾ cup water, or milk, boiling",cup water or milk boiling,cup water or milk boiling,Component Match,'boiling water:FOODON_00004090'
6,../data/texts/25.txt,"7 ¾ cup water, or milk, boiling",cup water or milk boiling,cup water or milk boiling,Component Match, 'milk:UBERON_0001913'
0,../data/texts/22.txt,1 1 whole fully cooked bone-in ham (15-18 Pounds),whole fully cooked bone in ham pound,whole fully cooked bone in ham pound,Component Match,'ham (cooked):FOODON_03312046'
0,../data/texts/22.txt,1 1 whole fully cooked bone-in ham (15-18 Pounds),whole fully cooked bone in ham pound,whole fully cooked bone in ham pound,Component Match, 'pound:NCIT_C48531'
1,../data/texts/22.txt,2 whole cloves,whole clofe,whole clofe,No Match,
2,../data/texts/22.txt,3 3 cups brown sugar,cup brown sugar,cup brown sugar,Component Match,'brown sugar:FOODON_03420156'
3,../data/texts/22.txt,4 1/2 cup spicy brown mustard,cup spicy brown mustard,cup spicy brown mustard,Component Match,'mustard food product:FOODON_00002053'
4,../data/texts/22.txt,5 1 can dr pepper (Or Coke),can dr pepper or coke,can dr pepper or coke,Component Match,'sweet yellow bell pepper (whole):FOODON_00003548'
5,../data/texts/22.txt,6 3 tablespoons apple cider vinegar,tablespoon apple cider vinegar,tablespoon apple {malus domestica} cider vinegar,Component Match,'apple cider (non-alcoholic):FOODON_03301129'
5,../data/texts/22.txt,6 3 tablespoons apple cider vinegar,tablespoon apple cider vinegar,tablespoon apple {malus domestica} cider vinegar,Component Match, 'apple vinegar food product:FOODON_00001613'
0,../data/texts/5.txt,"1 10 bone in chicken thighs (2-3/4 lb., skins removed)",bone in chicken thigh pound skin removed,bone in chicken {gallus gallus} thigh pound skin removed,Component Match,'chicken bone:FOODON_03310822'
0,../data/texts/5.txt,"1 10 bone in chicken thighs (2-3/4 lb., skins removed)",bone in chicken thigh pound skin removed,bone in chicken {gallus gallus} thigh pound skin removed,Component Match, 'chicken skin:FOODON_00002673'
0,../data/texts/5.txt,"1 10 bone in chicken thighs (2-3/4 lb., skins removed)",bone in chicken thigh pound skin removed,bone in chicken {gallus gallus} thigh pound skin removed,Component Match, 'chicken thigh:GENEPIO_0002752'
0,../data/texts/5.txt,"1 10 bone in chicken thighs (2-3/4 lb., skins removed)",bone in chicken thigh pound skin removed,bone in chicken {gallus gallus} thigh pound skin removed,Component Match, 'pound:NCIT_C48531'
1,../data/texts/5.txt,2 16 ounces TACO BELL® Thick & Chunky Salsa,ounce taco bell® thick and chunky salsa,ounce taco bell® thick and chunky salsa,Component Match,'ounce:NCIT_C48519'
1,../data/texts/5.txt,2 16 ounces TACO BELL® Thick & Chunky Salsa,ounce taco bell® thick and chunky salsa,ounce taco bell® thick and chunky salsa,Component Match, 'salsa:FOODON_03310086'
1,../data/texts/5.txt,2 16 ounces TACO BELL® Thick & Chunky Salsa,ounce taco bell® thick and chunky salsa,ounce taco bell® thick and chunky salsa,Component Match, 'taco:FOODON_03307744'
2,../data/texts/5.txt,3 1 onion (chopped Save-A-Lot — $0.99 thru 01/23),onion chopped save lot — $,onion {allium cepa} chopped save a lot — $through,Component Match,'onion (chopped):FOODON_03316397'
3,../data/texts/5.txt,4 2 tablespoons curry powder,tablespoon curry powder,tablespoon curry powder,Component Match,'curry powder:FOODON_03301842'
4,../data/texts/5.txt,5 1 cup Knudsen Light Sour Cream (or BREAKSTONE'S Reduced Fat),cup knudsen light sour cream or breakstone reduced fat,cup knudsen light sour cream or breakstone reduced fat,Component Match,'fat:FOODON_00003265'
4,../data/texts/5.txt,5 1 cup Knudsen Light Sour Cream (or BREAKSTONE'S Reduced Fat),cup knudsen light sour cream or breakstone reduced fat,cup knudsen light sour cream or breakstone reduced fat,Component Match, 'light cream:FOODON_03301486'
4,../data/texts/5.txt,5 1 cup Knudsen Light Sour Cream (or BREAKSTONE'S Reduced Fat),cup knudsen light sour cream or breakstone reduced fat,cup knudsen light sour cream or breakstone reduced fat,Component Match, 'sour cream:FOODON_03302515'
0,../data/texts/4.txt,1 1 (8 ounce) package crescent rolls,ounce package crescent roll,ounce package crescent roll,Component Match,'ounce:NCIT_C48519'
0,../data/texts/4.txt,1 1 (8 ounce) package crescent rolls,ounce package crescent roll,ounce package crescent roll,Component Match, 'roll or bun:FOODON_00002743'
1,../data/texts/4.txt,2 8 slices deli ham,slice deli ham,slice deli ham,Component Match,'ham food product:FOODON_00002502'
2,../data/texts/4.txt,3 4 teaspoons prepared mustard,teaspoon prepared mustard,teaspoon prepared mustard,Component Match,'mustard (prepared):FOODON_03301186'
3,../data/texts/4.txt,4 1 cup shredded swiss cheese or 1 cup cheddar cheese,cup shredded swiss cheese or cheddar,cup shredded swiss cheese or cheddar,Component Match,'cheddar cheese:FOODON_03302458'
3,../data/texts/4.txt,4 1 cup shredded swiss cheese or 1 cup cheddar cheese,cup shredded swiss cheese or cheddar,cup shredded swiss cheese or cheddar,Component Match, 'cheese (shredded):FOODON_03307846'
3,../data/texts/4.txt,4 1 cup shredded swiss cheese or 1 cup cheddar cheese,cup shredded swiss cheese or cheddar,cup shredded swiss cheese or cheddar,Component Match, 'swiss cheese:FOODON_03303659'
4,../data/texts/4.txt,5 2 tablespoons sesame seeds (optional),tablespoon sesame seed optional,tablespoon sesame seed optional,Component Match,'sesame seed (whole):FOODON_03310306'
0,../data/texts/30.txt,1 3 cups half-and-half,cup half and,cup half and,No Match,
1,../data/texts/30.txt,2 1 (14 ounce) can sweetened condensed milk (NOT evaporated milk),ounce can sweetened condensed milk not evaporated,ounce can sweetened condensed milk not evaporated,Component Match,'evaporated milk:FOODON_03301505'
1,../data/texts/30.txt,2 1 (14 ounce) can sweetened condensed milk (NOT evaporated milk),ounce can sweetened condensed milk not evaporated,ounce can sweetened condensed milk not evaporated,Component Match, 'ounce:NCIT_C48519'
1,../data/texts/30.txt,2 1 (14 ounce) can sweetened condensed milk (NOT evaporated milk),ounce can sweetened condensed milk not evaporated,ounce can sweetened condensed milk not evaporated,Component Match, 'sweetened condensed milk:FOODON_03304384'
2,../data/texts/30.txt,3 1 cup mashed banana,cup mashed banana,cup mashed banana {musa x paradisiaca},Component Match,'cavendish banana (whole
2,../data/texts/30.txt,3 1 cup mashed banana,cup mashed banana,cup mashed banana {musa x paradisiaca},Component Match, ripe):FOODON_03311513'
2,../data/texts/30.txt,3 1 cup mashed banana,cup mashed banana,cup mashed banana {musa x paradisiaca},Component Match, 'semisolid with smooth consistency:FOODON_03430119'
3,../data/texts/30.txt,4 1 tablespoon vanilla extract,tablespoon vanilla extract,tablespoon vanilla extract,Component Match,'vanilla:NCBITAXON_51238'
4,../data/texts/30.txt,5 1 teaspoon ground cinnamon,teaspoon ground cinnamon,teaspoon ground cinnamon {cinnamomum verum},Component Match,'cinnamon (ground):FOODON_03301556'
0,../data/texts/39.txt,1 2 slices sandwich bread (I prefer whole wheat),slice sandwich bread prefer whole wheat,slice sandwich bread i prefer whole wheat {triticum aestivum},Component Match,'sandwich:FOODON_03301906'
0,../data/texts/39.txt,1 2 slices sandwich bread (I prefer whole wheat),slice sandwich bread prefer whole wheat,slice sandwich bread i prefer whole wheat {triticum aestivum},Component Match, 'whole wheat bread:FOODON_03301119'
1,../data/texts/39.txt,2 2 slices swiss cheese,slice swiss cheese,slice swiss cheese,Component Match,'swiss cheese:FOODON_03303659'
2,../data/texts/39.txt,3 2 ounces thinly sliced ham,ounce thinly sliced ham,ounce thinly sliced ham,Component Match,'food (sliced):FOODON_00002455'
2,../data/texts/39.txt,3 2 ounces thinly sliced ham,ounce thinly sliced ham,ounce thinly sliced ham,Component Match, 'ham food product:FOODON_00002502'
2,../data/texts/39.txt,3 2 ounces thinly sliced ham,ounce thinly sliced ham,ounce thinly sliced ham,Component Match, 'ounce:NCIT_C48519'
3,../data/texts/39.txt,"4 2 pineapple slices, cored (thin slices)",pineapple slice cored thin,pineapple {ananas comosus} slice cored thin,Component Match,'pineapple (whole
3,../data/texts/39.txt,"4 2 pineapple slices, cored (thin slices)",pineapple slice cored thin,pineapple {ananas comosus} slice cored thin,Component Match, raw):FOODON_03301831'
4,../data/texts/39.txt,5 3 fresh basil leaves,fresh basil leaves,fresh basil {ocimum basilicum} leaves,Component Match,'basil (whole or parts):FOODON_03000233'
4,../data/texts/39.txt,5 3 fresh basil leaves,fresh basil leaves,fresh basil {ocimum basilicum} leaves,Component Match, 'food (fresh):FOODON_00002457'
5,../data/texts/39.txt,6 1 tablespoon butter,tablespoon butter,tablespoon butter,Component Match,'butter:FOODON_03310351'
0,../data/texts/35.txt,1 8 slices bacon,slice bacon,slice bacon,Component Match,'bacon food product:FOODON_00001061'
1,../data/texts/35.txt,"2 1 large onion, chopped",large onion chopped,large onion {allium cepa} chopped,Component Match,'onion (chopped):FOODON_03316397'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match,'bag:NCIT_C43167'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'cut:ENVO_00000474'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'food (fresh):FOODON_00002457'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'food (sliced):FOODON_00002455'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'frozen:PATO_0001985'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'inch:UO_0010011'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'okra (whole
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, raw):FOODON_03301828'
2,../data/texts/35.txt,"3 2 (16 ounce) bags frozen cut okra (or 2lb. fresh okra, sliced into 1/2 inch pieces)",ounce bag frozen cut okra or 2lb fresh sliced into inch piece,ounce bag frozen cut okra {abelmoschus esculentus} or 2lb fresh sliced into inch piece,Component Match, 'ounce:NCIT_C48519'
3,../data/texts/35.txt,"4 2 (14 ounce) cans diced tomatoes, undrained",ounce can diced tomato undrained,ounce can diced tomato {solanum lycopersicum} undrained,Component Match,'ounce:NCIT_C48519'
3,../data/texts/35.txt,"4 2 (14 ounce) cans diced tomatoes, undrained",ounce can diced tomato undrained,ounce can diced tomato {solanum lycopersicum} undrained,Component Match, 'tomato (whole
3,../data/texts/35.txt,"4 2 (14 ounce) cans diced tomatoes, undrained",ounce can diced tomato undrained,ounce can diced tomato {solanum lycopersicum} undrained,Component Match, raw):FOODON_03309927'
4,../data/texts/35.txt,5 salt and pepper,salt and pepper,salt and pepper,Component Match,'salt:CHEBI_24866'
4,../data/texts/35.txt,5 salt and pepper,salt and pepper,salt and pepper,Component Match, 'sweet yellow bell pepper (whole):FOODON_00003548'
0,../data/texts/7.txt,1 carrots,carrot,carrot {daucus carota},Full Term Match,'carrot root (whole
0,../data/texts/7.txt,1 carrots,carrot,carrot {daucus carota},Full Term Match, raw):FOODON_03301570'
1,../data/texts/7.txt,2 canning salt (optional),canning salt optional,canning salt optional,Component Match,'salt:CHEBI_24866'
2,../data/texts/7.txt,3 carrots (Sweet),carrot sweet,carrot {daucus carota} sweet,Component Match,'carrot root (whole
2,../data/texts/7.txt,3 carrots (Sweet),carrot sweet,carrot {daucus carota} sweet,Component Match, raw):FOODON_03301570'
3,../data/texts/7.txt,4 brown sugar,brown sugar,brown sugar,Full Term Match,'brown sugar:FOODON_03420156'
4,../data/texts/7.txt,5 2 cups brown sugar,cup brown sugar,cup brown sugar,Component Match,'brown sugar:FOODON_03420156'
5,../data/texts/7.txt,6 2 cups water,cup water,cup water,Component Match,'water:CHEBI_15377'
6,../data/texts/7.txt,7 1 cup orange juice,cup orange juice,cup orange juice,Component Match,'orange juice:FOODON_03301103'
0,../data/texts/41.txt,1 1 box cake mix (prepared per package instructions),box cake mixture prepared per package instruction,box cake mixture prepared per package instruction,Component Match,'cake food product:FOODON_00001278'
0,../data/texts/41.txt,1 1 box cake mix (prepared per package instructions),box cake mixture prepared per package instruction,box cake mixture prepared per package instruction,Component Match, 'mixture:CHEBI_60004'
0,../data/texts/41.txt,1 1 box cake mix (prepared per package instructions),box cake mixture prepared per package instruction,box cake mixture prepared per package instruction,Component Match, 'prepared seafood product:FOODON_00002471'
1,../data/texts/41.txt,2 8 ounces cream cheese (type cake icing),ounce cream cheese type cake icing,ounce cream cheese type cake icing,Component Match,'cake icing food product:FOODON_00001279'
1,../data/texts/41.txt,2 8 ounces cream cheese (type cake icing),ounce cream cheese type cake icing,ounce cream cheese type cake icing,Component Match, 'cream cheese:FOODON_03301889'
1,../data/texts/41.txt,2 8 ounces cream cheese (type cake icing),ounce cream cheese type cake icing,ounce cream cheese type cake icing,Component Match, 'ounce:NCIT_C48519'
2,../data/texts/41.txt,3 1 bag chocolates (white melting),bag chocolate white melting,bag chocolate white melting,Component Match,'bag:NCIT_C43167'
2,../data/texts/41.txt,3 1 bag chocolates (white melting),bag chocolate white melting,bag chocolate white melting,Component Match, 'melting:ENVO_01000723'
2,../data/texts/41.txt,3 1 bag chocolates (white melting),bag chocolate white melting,bag chocolate white melting,Component Match, 'white chocolate:FOODON_03301329'
3,../data/texts/41.txt,4 candy sprinkles,candy sprinkle,candy sprinkle,Component Match,'candy:FOODON_03301051'
